p1,p2,p3,p4,Recall1,Recall2,r1,r2,r3,r4,r5,r6,rl1,rl2,rl3,rl4,rl5,rl6,d1,d2,d3,d4,d5,d6,t1,t2,t3,t4,t5,t6,a11,a12,a13,a14,a15,a16,a17,a18,a19,a21,a22,a23,a24,a25,a26,a27,a28,a29,bp1,bp2,bp3,bp4,bp5,bp6,u1,u2,u3,u4,u5,u6,e11,e12,e13,e14,e10,e21,e22,e23,e24,e20,e31,e32,e33,e34,e30,e41,e42,e43,e44,e40,e51,e52,e53,e54,e50,e61,e62,e63,e64,e60,M1,M2,M3,M4,M5,SM0,SM1,SM2,SM3,SM4,SM5,SM6,attend,sth,Gender,zip,yob,Income,married,kids,residence,retake,Sex,single_married,homeowner,children,Social_Channels,Passion,OcshnerBE,FAC1_1,FAC2_1,FAC3_1,age,HHIncome,neighborhood_income,neighborhood_age,neighborhood_edu,neighborhood_pop
90,86,78,74,1,1,73,66,27,35,25,19,66,52,26,11,11,13,42,74,16,11,11,6,79,76,17,8,10,9,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,74,74,11,14,12,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,5,16,3,3,0,0,0,1,0,0,0,0,0,1,22204,1976,7,1,1,1,1,1,1,1,1,1,82,15.8,-1.4151626100307415,-0.46982482903412726,-0.45423580432955973,47,7,105674,35.5,12884,52359
100,80,84,84,1,1,9,8,9,6,8,8,5,38,7,6,6,9,6,23,5,4,6,5,6,80,5,5,6,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6,80,9,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,12,17,0,1,0,1,0,0,0,0,0,1,76021,1957,7,1,0,1,1,1,1,1,0,2,87,5.2,-1.7378623833974558,-0.5912998209873122,-0.5805618395435064,66,7,84539,38.9,7791,34858
100,72,100,100,1,1,100,100,51,100,25,43,19,59,14,55,17,12,6,100,7,100,5,27,18,41,10,26,9,11,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,66,100,25,100,21,13,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,17,17,17,17,0,1,1,0,0,0,0,4,1,1,71360,1976,7,1,1,1,4,1,1,1,1,2,93,76.2,0.6481928876822443,-0.3236284614299916,-0.9998313457519364,47,7,60090,37.9,3880,35832
90,80,60,80,1,1,90,90,80,80,90,80,50,50,10,90,90,20,100,90,70,100,100,20,90,80,70,90,100,80,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,100,50,30,100,90,40,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,17,5,0,3,3,0,0,0,1,0,0,0,9,1,2,70053,1988,7,1,2,1,1,2,1,1,2,1,77.5,92,0.6290252775969766,-0.47800206456058847,2.012852520882042,35,7,43463,38.3,1677,16743
81,64,64,52,1,1,85,78,54,82,50,50,66,43,31,81,8,8,88,70,50,82,22,19,82,82,83,74,50,50,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,94,77,59,85,54,51,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,14,4,17,17,9,0,1,0,0,0,0,0,2,1,1,70301,1976,7,1,2,1,4,1,1,1,2,1,65.25,80.8,0.6040884411840538,0.04763884353150482,-0.3634704039008832,47,7,61296,36.5,5897,47429
100,100,94,100,0,1,100,49,8,100,100,100,100,100,10,100,100,100,100,100,45,100,72,84,100,100,73,100,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,100,59,100,72,73,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,1,1,0,1,0,0,2,71232,1984,7,1,4,2,1,2,1,0,4,5,98.5,100,0.6698471804209291,1.6947660060281935,0.8954991579749103,39,7,47823,41.4,255,5770
100,84,86,97,1,1,51,70,42,87,80,79,33,42,26,91,71,56,100,100,54,100,72,59,35,53,31,60,75,75,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,70,70,57,80,90,70,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,17,17,17,17,7,0,1,1,0,0,0,0,5,1,1,36604,1985,7,1,4,1,1,1,1,1,4,2,91.75,83.6,0.2521284240879845,0.830195652251686,0.9697120925045812,38,7,58952,37.1,1640,9080
80,51,41,41,1,1,20,20,10,9,9,9,1,1,1,1,1,1,31,51,10,10,10,10,20,30,10,49,49,49,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,60,82,30,20,9,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,2,17,12,9,0,1,0,0,0,0,0,5,1,1,36527,1965,7,1,1,1,1,1,1,1,1,1,53.25,17.8,-1.3151476572268963,-0.24881496308333895,-0.5780981600098481,58,7,111334,36.8,2968,19942
100,100,100,100,1,1,60,60,61,100,100,100,5,5,5,100,100,100,100,100,4,100,100,100,5,5,6,100,73,82,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,80,80,6,99,72,73,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,17,17,17,17,0,0,1,1,0,0,0,6,1,1,77375,1984,7,1,2,1,1,1,1,1,2,2,100,99.8,0.6286395131062553,1.62548958652504,0.9916485398593138,39,7,93886,34,11064,67965
100,85,90,75,1,1,80,30,25,75,75,10,100,70,30,80,75,10,100,50,10,85,80,10,100,70,40,100,100,10,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,100,50,10,100,100,10,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,17,17,17,17,17,0,1,1,0,0,0,0,4,1,1,70503,1986,7,1,1,1,1,1,1,1,1,2,87.5,88,0.6876084359837276,-2.170259198513399,2.459438617721016,37,7,90286,37.6,6488,29469
100,100,100,100,1,1,0,0,0,100,0,0,5,0,0,100,0,0,5,0,0,100,0,0,7,0,0,100,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,100,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,10,10,10,0,1,0,0,0,0,0,1,1,1,35124,1989,7,5,0,1,1,1,0,1,0,1,100,100,1.6110145585923084,-1.3055392843646534,-1.300893676430994,34,7,91836,41.3,5088,24408
100,100,100,100,1,1,100,100,100,1,50,100,100,100,100,1,50,100,100,100,100,2,30,100,100,100,100,1,50,100,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,100,100,100,3,30,100,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,17,17,17,17,17,0,0,0,1,0,1,0,2,0,1,70043,1977,7,1,0,1,1,1,1,1,0,2,100,1.6,-2.5420170144854004,3.4684222573673167,-0.8474490772994507,46,7,55655,34.6,1455,22192
90,90,90,10,1,1,74,72,76,76,60,49,19,18,14,43,15,14,72,51,62,83,30,30,41,45,41,69,43,41,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,61,59,61,60,48,46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,16,8,13,15,0,1,0,0,0,0,0,0,0,1,77479,1962,7,1,0,1,2,1,1,1,0,1,70,66.2,0.1230371892631937,0.14154450732998533,-0.2327918308992338,61,7,154658,40.9,21135,91618
95,87,90,100,1,1,100,100,43,98,43,45,100,99,2,1,1,1,99,100,1,95,1,1,94,98,43,100,1,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,94,95,11,97,8,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,8,16,6,17,0,1,0,1,0,0,0,0,0,1,78628,1981,7,1,1,1,1,1,1,1,1,2,93,78.2,0.965972037409547,-0.7065764497950104,-1.2071589607854738,42,7,111491,40.2,9473,41428
83,60,50,71,1,1,21,20,8,45,37,31,5,5,5,0,0,0,44,32,7,52,6,6,69,29,12,50,50,50,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,67,42,14,67,67,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,5,17,17,5,0,1,0,1,0,0,0,0,0,1,78727,1977,7,1,2,1,4,1,1,1,2,2,66,42.8,-0.5780110561232903,0.20541883155184992,-0.426638432310483,46,7,104347,35.3,8041,30601
100,100,95,50,1,1,81,91,80,90,91,81,51,51,50,90,90,82,71,93,52,91,84,80,82,91,71,92,84,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,81,100,3,92,81,50,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,13,17,1,0,0,0,0,0,0,5,1,1,70128,1949,7,1,0,1,4,1,1,1,0,0,86.25,91,0.4502940524918873,0.8463030631427491,1.2433757851205844,74,7,47937,38,2682,22538
83,54,72,38,1,1,0,0,0,81,32,54,0,0,0,57,0,0,18,0,0,67,0,0,0,0,1,79,0,43,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,72,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5,4,17,17,11,0,1,1,1,1,0,0,7,1,2,70301,1972,7,1,0,1,4,2,1,1,0,4,61.75,71.2,0.5853577476891513,-0.2660754746683528,-1.346398199306463,51,7,61296,36.5,5897,47429
100,90,100,92,0,0,77,90,17,94,79,79,2,32,1,3,3,2,80,92,34,77,2,2,70,92,12,90,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,93,7,91,50,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,0,0,0,0,9,1,2,39401,1952,7,1,0,1,1,2,1,1,0,1,95.5,71,0.4743363666123964,0.28003345778587385,-0.6438258153189059,71,7,36552,30,4103,41755
70,40,20,55,1,1,20,10,10,100,40,20,15,0,0,100,15,10,50,24,7,89,13,4,40,37,2,80,40,17,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,51,32,14,100,47,27,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,11,17,4,8,8,1,0,0,0,0,0,0,7,1,1,70047,1983,7,1,3,1,1,1,1,1,3,0,46.25,93.8,1.149030768598518,-0.971945492341466,-0.21537693988498152,40,7,98846,39.4,2662,13467
99,90,100,99,0,1,3,3,2,100,40,41,2,3,2,100,1,2,2,2,2,100,2,1,1,1,1,99,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,99,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,17,0,0,0,17,1,0,0,0,0,0,0,0,0,1,39365,1941,7,1,0,1,3,1,1,1,0,0,97,99.6,1.5398251648521086,-0.9737257356465854,-1.1166353016596526,82,7,46904,37,342,8654
100,95,90,90,1,1,50,50,25,100,90,80,30,50,0,30,20,10,60,80,40,80,40,20,80,100,60,100,80,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,100,10,100,10,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,17,17,0,0,1,0,1,0,0,0,0,0,1,80122,1983,7,1,2,1,3,1,1,1,2,2,93.75,82,0.7884188129765201,-0.01602611385140334,-0.13532275646678987,40,7,116551,43.8,9166,31650
92,53,64,31,1,1,54,52,50,51,51,51,31,51,10,11,11,12,94,87,30,51,6,6,77,73,45,53,52,49,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,86,84,34,92,20,24,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,2,0,10,10,0,1,0,1,0,1,0,2,0,1,32561,1977,7,1,2,1,1,1,1,1,2,3,60,51.6,-0.1994057206648394,0.04642015582848535,-0.6033131701105157,46,7,118074,50.6,2407,9495
100,95,91,100,1,1,26,25,25,63,10,12,28,25,16,49,22,21,31,37,32,36,37,40,34,29,27,46,19,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,31,30,27,69,39,32,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17,2,17,14,14,0,1,1,1,1,1,1,1,0,2,70079,1993,7,1,2,1,1,2,1,1,2,6,96.5,52.6,-0.32152992069168723,-0.18542140545114355,-0.3732610549819563,30,7,70717,38.9,279,2809
90,90,70,70,0,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,12,10,10,0,0,1,0,0,0,0,0,0,0,1,70072,1991,7,5,0,1,1,1,0,1,0,1,80,4,-1.799686912732508,-0.7465293328063397,-0.25647271536659505,32,7,56643,40.2,4796,55332
88,86,97,85,1,1,95,84,55,95,55,53,93,80,57,89,69,46,93,20,13,94,20,19,100,71,14,96,31,22,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,100,71,24,98,56,20,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,14,17,17,17,0,1,0,0,0,1,0,5,0,1,36527,1972,7,1,2,1,1,1,1,1,2,2,89,94.4,1.0063657423719767,-0.5508289035128098,0.2515472958967643,51,7,111334,36.8,2968,19942
100,97,100,90,0,1,62,67,58,80,59,19,69,72,68,68,45,6,45,62,40,72,45,16,53,59,66,64,44,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,52,99,40,100,23,13,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,8,2,16,17,16,0,1,0,0,0,0,0,7,1,1,39455,1980,7,1,2,1,2,1,1,1,2,1,96.75,76.8,0.5388274005520115,-1.1898143011579927,0.4490438567979033,43,7,53568,44.2,593,8827
92,91,90,51,1,0,19,18,19,71,95,49,11,10,11,73,99,8,7,9,9,75,97,11,9,10,11,87,99,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,80,98,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,17,2,2,16,16,1,0,0,0,0,0,0,9,1,1,70130,1954,7,1,0,1,1,1,1,1,0,0,81,77.2,0.19821550483020456,-1.668418029631631,2.787136962406194,69,7,78674,38.3,3217,13202
100,90,90,100,1,1,28,20,16,84,84,32,23,0,0,100,63,15,46,10,9,86,84,10,24,9,7,100,100,74,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,35,7,12,90,76,76,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,6,10,10,0,1,0,0,0,0,0,8,1,2,70461,1972,7,1,0,1,4,2,1,1,0,1,95,92,0.6891249535065556,-0.49312497914978054,1.5242018188464503,51,7,84973,39,4246,32229
100,30,100,81,1,1,90,52,51,100,100,100,10,0,0,100,100,2,100,39,7,100,100,2,45,10,11,100,100,20,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,61,2,3,99,100,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,17,0,16,16,8,0,1,1,1,0,1,0,8,1,1,70001,1946,7,1,0,1,1,1,1,1,0,4,77.75,99.8,0.9939010244719167,-1.757431548846611,2.725479315268821,77,7,68702,40.2,6712,40071
99,90,100,80,1,1,30,30,30,90,90,90,30,30,30,30,90,30,30,30,30,30,90,30,30,30,30,30,90,30,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,90,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,17,17,9,17,17,1,0,0,0,0,0,0,9,1,1,70122,1959,7,1,0,1,4,1,1,1,0,0,92.25,46,-0.9045901736440792,-0.22555221708178036,2.101951205898331,64,7,44750,40.4,5343,35147
100,100,100,100,1,1,60,57,58,100,72,78,42,43,44,84,72,33,41,48,48,96,49,52,48,44,70,100,40,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,43,47,100,52,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,0,0,0,0,2,0,2,36541,1969,7,1,0,1,1,2,1,1,0,2,100,96,0.9343495181539556,0.32726257525170405,0.2298003159775329,54,7,77577,41.3,833,15601
90,60,60,75,1,1,90,7,6,91,16,58,33,6,4,32,0,0,100,57,10,96,42,12,70,53,8,77,10,26,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,88,15,30,100,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,10,17,17,17,0,1,1,1,1,1,0,0,0,2,11518,1987,7,5,0,3,2,2,0,0,0,5,71.25,79.2,0.8529485061086753,-0.35490574435903555,-1.100223204299063,36,7,110280,41.1,1754,10294
81,67,82,83,1,1,31,17,13,74,7,6,16,11,14,78,9,8,34,7,6,83,6,8,53,7,7,83,12,12,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,36,6,8,71,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1,8,9,6,0,1,0,0,0,0,0,5,1,1,70737,1978,7,1,3,1,1,1,1,1,3,1,78.25,77.8,0.7560473894441809,-0.8967117605074691,-0.9884454493150644,45,7,78946,37.5,5677,45958
78,80,100,73,1,1,9,77,70,53,52,55,12,14,9,56,53,54,84,85,32,77,10,15,76,78,76,11,6,8,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,7,18,20,17,19,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,1,17,17,9,0,1,0,1,0,0,0,0,0,2,93420,1979,7,1,1,1,1,2,1,1,1,2,82.75,42.8,-0.7207928096641854,-0.09542879388061942,-0.17145138804570842,44,7,104314,45.8,6467,32126
100,70,90,92,1,1,6,3,3,2,2,1,3,4,3,3,5,3,4,6,7,3,3,3,2,5,3,3,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,4,2,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,9,3,2,1,1,0,0,0,0,0,0,6,1,1,77019,1963,7,3,0,2,4,1,0,0,0,0,88,2.6,-1.8007624568077722,-0.6380873006958785,-0.6488100774627841,60,7,118172,35.6,6937,22839
91,37,34,42,0,0,4,2,1,3,6,5,1,1,2,1,1,3,2,1,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16,2,1,2,1,0,1,0,0,0,0,0,0,0,1,22485,1988,7,1,1,1,1,1,1,1,1,1,51,1.2,-1.8278601621884505,-0.6847244316521919,-0.6860772019751337,35,7,103931,38.7,3583,26262
100,84,100,82,1,1,4,5,4,54,16,32,4,8,7,28,6,22,27,5,6,6,4,6,32,15,9,48,8,5,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,6,69,9,67,12,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,17,17,17,9,0,0,1,1,0,0,0,9,1,1,39525,1975,7,1,1,1,1,1,1,1,1,2,91.5,40.6,-0.5124758349958302,-0.4560819376844514,-0.8499135591218806,48,7,80504,50.8,1427,9360
70,51,70,51,1,1,41,11,10,80,70,51,2,5,3,82,75,30,1,1,2,89,82,19,83,51,50,90,82,51,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,91,48,31,89,70,41,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,14,13,16,0,1,0,0,0,0,0,0,0,1,70056,1940,7,2,0,1,1,1,0,1,0,1,60.5,86,0.5404937850964656,-0.6138926522796526,1.4405186782192212,83,7,62092,34.5,5121,42627
100,70,60,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,17,17,10,4,0,1,0,0,0,0,0,0,0,1,55068,1986,7,1,2,1,1,1,1,1,2,1,70,0,-1.849994104992732,-0.767835112316724,-0.7100054898924183,37,7,122785,37.7,6888,31701
100,100,100,100,0,0,9,9,9,20,10,12,7,1,5,4,1,4,4,4,4,5,7,92,3,5,7,2,81,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,12,14,11,13,0,0,0,0,0,0,1,1,0,2,46347,1989,7,1,2,1,1,2,1,1,2,1,100,7.6,-1.8321254256734865,0.802185403809607,-0.7296493325381437,34,7,87716,41.3,468,4853
100,100,100,100,1,1,50,50,50,50,40,30,30,30,30,40,30,20,50,50,50,40,30,20,50,50,50,40,30,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50,50,50,40,30,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,0,0,1,0,2,0,2,75486,1959,7,3,0,1,1,2,0,1,0,2,100,42,-0.670372390940415,-0.43366920191039227,0.0359319160721982,64,7,89750,47.5,172,2569
81,60,70,10,1,1,10,10,10,50,50,50,0,0,0,49,51,50,0,0,0,0,0,1,10,20,10,51,51,51,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,31,31,31,69,68,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,2,12,12,2,0,0,1,1,0,0,0,0,0,1,90004,1984,7,1,1,2,1,1,1,0,1,2,55.25,43.8,-0.7877832761396183,0.39790480222621016,0.150445647562119,39,7,58420,35.9,11262,58833
100,94,93,93,0,0,84,84,49,76,46,59,51,51,51,60,50,55,83,81,31,62,37,31,82,81,32,58,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,29,30,26,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,3,17,17,17,0,0,1,1,0,0,0,4,0,1,75043,1977,7,1,2,1,1,1,1,1,2,2,95,57.2,-0.29647378363535193,0.34773652802712407,-0.07929192227710453,46,7,72079,35.3,6058,64296
100,90,100,71,1,1,84,100,100,10,9,10,100,100,100,99,100,99,100,100,100,100,15,15,79,100,79,100,71,71,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,95,100,82,100,34,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,0,0,0,0,2,93444,1967,7,1,0,1,1,2,1,1,0,2,90.25,81.8,0.3871495142353041,0.05347138231505635,0.2177524338551337,56,7,102566,42.7,2888,22079
100,60,60,91,0,1,9,9,6,90,91,50,6,3,3,90,80,80,4,6,5,90,92,63,3,4,3,88,90,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,6,3,2,89,90,85,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,14,1,1,12,1,0,0,0,0,0,0,3,1,1,70065,1956,7,1,2,1,1,1,1,1,2,0,77.75,89.4,0.370070055409851,0.6733905510378454,1.425350585156665,67,7,63379,38.7,8307,50210
100,97,90,98,1,1,89,75,74,89,77,89,78,48,37,62,28,49,90,65,45,81,50,57,85,60,38,74,51,61,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,81,34,27,82,40,53,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10,4,12,12,13,0,1,1,0,0,0,0,9,1,1,40223,1985,7,1,1,1,4,1,1,1,1,2,96.25,77.6,0.32752450811094225,1.1231072657539307,-0.31425137363327404,38,7,93498,43.9,4907,23477
90,72,40,39,1,0,82,81,60,87,91,56,9,9,4,22,86,13,28,14,4,80,91,10,12,7,14,92,94,90,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,91,83,75,80,81,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,2,3,5,2,1,0,0,0,0,0,0,0,0,2,70112,1956,7,1,0,1,1,2,1,1,0,0,60.25,72.2,0.1404595994396643,-0.5829123544316795,1.864301324601487,67,7,31250,34.2,745,4310
