p1,p2,p3,p4,Recall1,Recall2,r1,r2,r3,r4,r5,r6,rl1,rl2,rl3,rl4,rl5,rl6,d1,d2,d3,d4,d5,d6,t1,t2,t3,t4,t5,t6,a11,a12,a13,a14,a15,a16,a17,a18,a19,a21,a22,a23,a24,a25,a26,a27,a28,a29,bp1,bp2,bp3,bp4,bp5,bp6,u1,u2,u3,u4,u5,u6,e11,e12,e13,e14,e10,e21,e22,e23,e24,e20,e31,e32,e33,e34,e30,e41,e42,e43,e44,e40,e51,e52,e53,e54,e50,e61,e62,e63,e64,e60,M1,M2,M3,M4,M5,SM0,SM1,SM2,SM3,SM4,SM5,SM6,attend,sth,Gender,zip,yob,Income,married,kids,residence,retake,Sex,single_married,homeowner,children,Social_Channels,Passion,OcshnerBE,FAC1_1,FAC2_1,FAC3_1,age,HHIncome,neighborhood_income,neighborhood_age,neighborhood_edu,neighborhood_pop
80,81,99,61,0,0,42,41,30,39,26,29,2,2,1,1,2,2,3,1,2,2,2,1,13,15,15,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,1,4,4,7,0,1,0,0,0,0,0,0,0,1,32507,1960,3,3,0,1,1,1,0,1,0,1,80.25,12,-1.4736912928440715,-0.4593276483557765,-0.6214645330300443,63,3,64269,43.1,4646,32766
90,90,90,81,1,1,60,0,0,100,0,0,50,0,0,100,0,0,51,0,0,100,0,0,50,0,0,100,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,100,39,44,100,38,43,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,0,1,1,1,0,0,0,5,1,2,70056,1984,3,1,2,1,1,2,1,1,2,3,87.75,100,1.494257720924104,-0.9779754898297186,-1.1275321828685034,39,3,62092,34.5,5121,42627
100,100,100,100,1,0,50,50,50,70,70,70,25,25,25,0,0,0,75,100,0,0,0,0,50,50,50,50,50,50,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,17,17,17,17,8,0,0,1,0,0,1,1,1,0,1,40504,1995,3,1,0,1,1,1,1,1,0,3,100,24,-1.2170350204957316,-0.3387329347218834,0.464314653462956,28,3,44500,30.2,2970,26408
100,71,100,100,0,1,80,11,9,100,6,6,8,6,8,100,10,10,100,7,7,100,7,6,49,48,47,100,8,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20,7,9,100,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,11,1,0,0,0,0,0,0,0,0,1,70072,1958,3,1,0,1,1,1,1,1,0,0,92.75,100,1.5103187284058452,-1.0005839950234423,-1.0861334821853252,65,3,56643,40.2,4796,55332
100,100,100,85,1,1,0,0,0,100,80,80,0,0,0,100,80,80,50,51,0,100,80,80,0,0,0,100,90,90,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,100,70,70,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,17,0,17,17,8,0,1,1,0,0,1,0,0,0,1,70380,1991,3,1,0,2,1,1,1,0,0,3,96.25,100,0.7652858954537827,1.2981596766186263,0.7228744547816687,32,3,47406,41.1,1158,20877
87,90,84,81,1,1,73,58,64,75,65,74,73,61,73,80,69,69,80,63,83,94,61,80,72,62,65,88,63,78,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,86,51,54,91,63,73,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,17,14,17,10,10,0,0,0,1,0,0,0,2,0,1,70737,1990,3,1,0,2,1,1,1,0,0,1,85.5,85.6,0.3713464323144815,1.3924228232196398,0.19074366908017343,33,3,78946,37.5,5677,45958
100,100,100,100,1,1,95,90,89,96,100,90,80,76,78,91,90,92,82,50,40,98,90,87,73,83,56,89,97,44,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,100,84,62,98,78,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,0,0,1,0,1,0,1,78413,1977,3,1,2,1,1,1,1,1,2,2,100,94.4,0.5254139060191693,0.8833366065903034,1.3794541595947465,46,3,72849,35.3,4451,35750
90,83,80,70,1,1,2,3,2,95,1,3,0,0,0,95,0,0,3,4,3,100,15,9,0,0,1,98,9,10,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,14,2,2,95,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,0,0,0,0,1,70003,1954,3,1,0,1,1,1,1,1,0,2,80.75,96.6,1.448147195746395,-1.1359389458183895,-1.151449635107101,69,3,76626,45.7,6480,40529
100,60,64,69,1,1,40,41,9,88,11,59,23,6,3,86,5,7,79,68,3,81,4,49,49,53,2,89,54,53,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,48,51,3,79,1,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,4,7,13,12,0,1,0,0,0,0,0,9,1,1,70461,1977,3,3,2,1,3,1,0,1,2,1,73.25,84.6,0.8879720232143187,0.3194405634797899,-1.356472136267063,46,3,84973,39,4246,32229
81,11,51,30,1,1,92,91,91,92,91,90,99,40,18,99,1,2,90,49,92,80,29,2,92,91,92,92,73,71,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,90,66,80,98,68,69,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,3,0,1,1,0,0,0,0,1,0,2,70118,1976,3,5,0,1,1,2,0,1,0,2,43.25,92.2,0.9080488671687564,0.32859787246737376,-0.03568408721814622,47,3,60636,32.3,5548,36800
100,100,100,100,1,1,10,10,10,50,50,50,10,10,10,50,50,50,70,10,30,80,60,20,30,10,20,100,60,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,10,20,100,60,30,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,17,2,17,17,17,0,1,0,0,0,1,0,0,0,1,75501,1967,3,1,0,2,3,1,1,0,0,2,100,76,0.3340059362194243,-0.2683804510090626,0.5946544076392275,56,3,44064,38.3,2403,34183
100,95,90,95,1,1,10,11,9,71,86,84,8,7,5,73,74,69,56,8,11,77,76,43,39,25,9,91,83,94,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,72,27,20,85,78,80,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,17,13,1,13,1,1,0,0,0,0,0,0,0,0,1,70001,1946,3,1,0,1,1,1,1,1,0,0,95,79.4,0.11878319379917768,1.126685389026734,0.9059371898427468,77,3,68702,40.2,6712,40071
75,20,20,50,1,1,11,10,10,87,36,32,6,7,7,97,9,9,37,39,5,94,14,9,5,5,5,86,50,50,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,53,51,35,100,69,37,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,7,17,13,1,0,0,0,1,0,0,0,0,0,2,70005,1979,3,3,1,2,1,2,0,0,1,1,41.25,92.8,1.0433348389874586,-0.44807439056247966,-0.2625704621496273,44,3,82890,45.4,5399,23555
100,88,93,78,1,1,26,20,42,100,100,13,18,18,73,87,82,22,99,11,89,81,76,29,22,18,89,83,86,16,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,94,43,83,100,84,84,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,1,1,0,0,2,70601,1963,3,1,0,1,3,2,1,1,0,4,89.75,90.2,0.6141810628108003,-0.9449844648665006,1.900459752070011,60,3,48385,37,3219,32936
100,100,100,85,1,1,94,46,68,89,67,69,67,20,52,77,54,44,82,37,65,81,27,35,37,23,28,85,62,60,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,80,29,52,95,40,42,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,3,17,17,17,0,1,0,0,0,0,0,0,0,1,70535,1976,3,1,3,1,1,1,1,1,3,1,96.25,85.4,0.6365191251658437,0.4423745663837251,-0.0416433821104942,47,3,46358,36.7,1037,16892
80,80,70,60,1,1,10,10,10,10,10,10,2,2,2,2,2,2,100,100,100,50,0,0,30,29,30,30,31,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,17,17,17,17,0,0,0,1,0,0,0,0,0,1,96819,1983,3,1,4,2,1,1,1,0,4,1,72.5,18.4,-1.238720754901484,-0.51634221751202,-0.7214369457794062,40,3,97659,39.5,5408,52328
93,93,85,90,1,1,72,73,59,52,9,4,0,0,0,0,0,0,97,85,11,55,0,0,85,84,64,56,51,47,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,98,78,40,92,66,26,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,9,17,5,10,0,0,1,1,0,0,0,1,0,1,72007,1987,3,1,0,1,2,1,1,1,0,2,90.25,51,-0.1682905079298972,-0.5381360056149342,-0.4366289190276735,36,3,78608,34.8,1000,10507
100,100,100,2,0,0,100,100,100,100,9,9,100,100,100,7,5,75,88,94,100,100,4,4,100,100,100,100,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,8,8,8,1,0,0,0,0,0,0,3,0,1,39574,1951,3,3,0,1,3,1,0,1,0,0,75.5,81.4,0.965385795937873,-0.2216393501854103,-1.5057445502358828,72,3,69140,38.5,1219,13937
98,96,90,91,1,0,89,92,90,15,100,15,87,90,87,79,95,96,82,90,83,90,87,85,74,100,95,86,94,92,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,64,100,59,31,100,41,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,16,17,17,16,0,1,0,1,0,0,0,3,0,1,71373,1959,3,1,1,1,1,1,1,1,1,2,93.75,60.2,-0.7411718996677417,0.48470406600012417,2.106203721097911,64,3,40493,42.4,437,5583
90,70,70,85,1,1,8,9,7,85,85,85,0,0,0,83,82,82,0,1,1,97,57,77,70,70,70,90,90,90,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,71,71,40,92,69,70,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,13,17,11,7,0,0,1,0,0,0,0,0,0,2,70126,1996,3,5,0,2,1,2,0,0,0,1,78.75,89.4,0.4325713728204843,1.4773030521669246,0.5710079279292255,27,3,34621,33.7,2483,30154
100,100,82,99,1,0,51,1,1,1,100,1,38,1,1,1,99,1,88,1,1,1,100,1,75,1,1,1,100,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,1,1,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,16,3,17,17,17,0,1,0,0,0,0,0,1,0,1,70116,1966,3,5,0,2,1,1,0,0,0,1,95.25,1,-2.370746897611307,-2.3947385154999137,3.817950549486417,57,3,43226,44.3,2388,10482
95,75,100,75,1,1,100,50,10,100,50,10,40,10,10,100,1,1,100,60,3,100,55,2,100,10,10,100,22,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,100,28,28,100,50,28,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5,17,17,17,17,0,1,0,0,0,0,0,9,0,2,70053,1981,3,5,1,1,1,2,0,1,1,1,86.25,100,1.3664957953563972,-1.43079694151228,0.119025608010544,42,3,43463,38.3,1677,16743
100,97,100,92,1,1,51,65,50,68,52,52,5,8,0,0,0,0,84,83,0,93,0,1,0,0,0,82,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,98,0,0,98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,8,17,17,14,0,1,0,1,0,0,1,0,1,1,01746,2000,3,5,0,2,1,1,0,0,0,3,97.25,68.2,0.5955803410675068,-0.6196310293598597,-1.1577559296378193,23,3,149614,45.1,4001,14902
91,88,85,82,1,1,77,32,35,18,18,43,21,17,17,10,14,17,16,12,11,24,18,16,6,10,10,7,10,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,11,13,12,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,12,0,1,1,1,0,1,0,0,0,1,07446,1975,3,5,0,1,2,1,0,1,0,4,86.5,14.2,-1.5113368129742208,-0.17271814269297567,-0.530132886845635,48,3,160589,41.5,4094,14739
100,100,100,100,1,1,1,1,1,100,100,100,0,0,0,50,10,10,0,0,0,100,50,50,0,0,0,100,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,100,49,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,1,1,1,1,0,0,1,39191,1981,3,1,4,1,4,1,1,1,4,6,100,90,0.8832775495217484,0.6616683945789121,-0.2555421662338425,42,3,53028,35.1,612,7700
100,75,100,100,1,1,97,18,19,100,10,15,100,17,15,100,29,14,100,7,7,100,11,7,5,7,7,41,20,23,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,59,78,7,46,14,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9,3,12,12,12,0,0,0,1,0,0,0,5,0,1,70114,1998,3,5,1,2,1,1,0,0,1,1,93.75,77.4,0.616620078783029,-0.8224289335750119,-0.6065302646593405,25,3,40175,41.1,2400,22010
80,50,30,30,0,0,81,87,75,81,65,64,48,69,60,77,64,67,60,90,47,61,58,66,51,81,71,63,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,100,33,66,67,49,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,17,17,3,4,0,0,0,1,0,0,0,0,0,2,90660,1993,3,5,0,3,1,2,0,0,0,1,47.5,69.6,-0.13335504839035517,0.8744313993965579,0.5833788500317519,30,3,82539,39,4531,61561
98,85,91,84,1,1,51,34,39,67,40,34,51,30,42,66,54,33,60,37,33,70,59,46,59,43,40,73,59,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83,78,38,86,58,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,17,4,12,11,15,1,0,0,0,0,0,0,4,1,1,75035,1967,3,1,0,1,2,1,1,1,0,0,89.5,72.4,0.2056280518125814,-0.5358215351350197,0.7054000263379634,56,3,154811,37.8,20079,83930
100,100,100,100,1,1,81,80,78,79,44,49,80,80,79,81,51,47,100,100,81,93,50,54,87,100,100,88,56,54,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,100,100,100,98,85,85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,17,17,17,17,17,0,1,1,1,0,1,1,0,0,1,39503,1978,3,3,0,1,1,1,0,1,0,5,100,87.8,0.5550869352972411,0.6867678782580341,0.19518906510494116,45,3,62005,36.6,5273,53049
91,84,86,97,1,1,82,65,56,90,72,42,92,75,59,93,50,29,88,59,45,93,60,36,93,68,78,89,70,55,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,95,70,32,87,71,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,1,0,0,1,9,0,1,70526,1986,3,1,2,1,1,1,1,1,2,4,89.5,90.4,0.715580710346589,-0.21414792074401465,0.8026430717006133,37,3,35934,38.2,1466,17332
100,100,100,100,1,0,59,56,48,49,52,10,0,0,0,76,55,0,2,2,2,74,39,3,6,3,3,59,55,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,61,82,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,4,17,17,17,0,1,1,1,0,0,0,7,1,2,70094,1963,3,3,0,1,3,2,0,1,0,3,100,63.8,-0.01227968462816386,-1.8937406329777569,1.472143609870806,60,3,46657,38.6,1406,31405
100,100,100,100,1,1,26,26,25,91,79,8,18,17,18,80,51,12,76,88,13,92,43,19,46,70,15,97,62,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71,68,18,100,57,20,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,4,17,17,17,0,1,1,0,0,0,0,2,0,2,70461,1991,3,1,2,2,2,2,1,0,2,2,100,92,0.9688576228879356,-1.4205804100835362,1.0045919627806374,32,3,84973,39,4246,32229
100,100,100,100,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,95,67,100,100,100,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17,17,17,17,17,0,1,1,1,1,1,1,0,1,2,01060,1974,3,5,1,2,1,2,0,0,1,6,100,100,0.531659233158401,1.939259022498482,1.2580036841169735,49,3,79604,42.2,3341,14724
100,93,89,100,1,1,33,33,30,100,100,100,1,1,1,98,68,14,36,22,2,100,6,8,2,1,2,76,62,59,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,1,1,96,71,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17,8,8,14,17,0,1,0,0,0,1,0,0,0,2,33901,1956,3,1,0,2,1,2,1,0,0,2,95.5,94,0.9185633195661584,-0.09112308218502888,0.5297214262554979,67,3,46903,39.6,2609,24284
100,100,100,100,1,1,99,66,70,100,76,97,48,29,39,33,75,34,100,33,20,100,81,42,100,54,30,99,33,50,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,100,33,32,100,56,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,7,17,17,17,17,0,1,1,1,0,1,0,9,1,1,70058,1973,3,1,1,1,4,1,1,1,1,4,100,86.4,0.6310512069719021,0.5534342275757174,0.3994042624614194,50,3,58881,38,3685,40856
76,89,89,67,1,1,61,68,55,84,57,55,45,41,51,78,50,46,45,100,60,81,53,56,56,54,59,84,61,57,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,73,64,59,100,36,20,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,7,16,17,16,0,1,0,0,0,0,0,0,0,1,71105,1944,3,1,0,1,1,1,1,1,0,1,80.25,85.4,0.6229104596563322,0.22617451945100825,0.1394457279781468,79,3,62865,37.9,3444,19705
83,65,71,59,0,1,59,85,46,84,24,23,31,59,24,51,12,15,17,100,26,100,16,21,39,87,22,92,38,18,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,16,100,13,100,13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,11,8,10,0,1,1,1,0,1,0,0,0,2,71409,1975,3,1,0,1,1,2,1,1,0,4,69.5,85.4,0.9986749292885218,-0.621725472352445,-0.7954278468591104,48,3,56375,47.6,422,5449
100,100,100,90,1,1,90,86,86,89,89,91,50,50,50,100,79,86,100,76,83,100,86,85,100,80,93,100,71,67,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,100,46,47,100,51,42,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,0,0,2,0,2,70127,1971,3,5,0,1,2,2,0,1,0,2,97.5,97.8,0.7381949359300842,1.0405317056233243,0.6958369138773894,52,3,37401,35.2,2359,26153
75,46,29,39,1,1,23,36,18,13,16,17,28,28,9,10,9,10,96,66,16,4,4,4,38,43,15,3,3,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,49,81,5,5,41,2,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,15,5,12,12,5,0,0,0,1,0,0,0,3,0,2,70116,1993,3,5,0,4,2,2,0,1,0,1,47.25,7,-1.7362261317495236,-0.7218898022424888,-0.1889479330799067,30,3,43226,44.3,2388,10482
100,91,100,99,1,1,100,100,48,98,72,70,16,99,4,62,2,0,99,99,4,99,3,3,98,99,2,100,2,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,68,99,12,99,14,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,10,0,17,17,17,0,1,1,0,1,0,1,7,1,1,39507,1982,3,5,0,2,1,1,0,0,0,4,97.5,91.6,1.2749033558871892,-0.7368380314901688,-0.8979628277272298,41,3,52158,37.6,1972,18151
85,68,80,68,0,1,5,5,5,20,0,0,2,5,3,10,4,5,1,1,2,11,5,5,1,1,1,20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,10,8,13,7,0,1,0,1,0,0,0,0,0,1,39480,1971,3,1,3,2,2,1,1,0,3,2,75.25,12.2,-1.450980902061331,-0.7313732384873306,-0.7161578338862734,52,3,67837,39.5,250,2124
100,100,100,100,1,1,97,91,85,88,47,26,95,92,88,3,5,6,100,82,90,94,71,58,97,85,94,100,39,56,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,76,74,100,59,99,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,1,0,0,1,2,0,2,27502,1975,3,3,0,2,2,2,0,0,0,4,100,77,0.467619864641564,0.7957674801587737,-0.516402201691563,48,3,130683,37.2,11931,47943
100,100,97,90,1,1,39,53,67,99,12,36,6,7,10,85,9,22,9,9,8,91,8,8,14,8,18,90,66,59,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,31,20,11,81,10,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,4,17,17,17,0,1,0,0,0,1,0,0,0,2,39117,1949,3,3,0,1,1,2,0,1,0,2,96.75,89.2,1.0663441204467978,-0.24146897908549,-0.9322389074826348,74,3,52926,37.3,557,9832
100,80,80,95,1,1,1,0,1,85,80,50,0,0,0,78,86,54,0,0,1,7,10,13,15,12,15,56,86,80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,19,26,93,79,30,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,12,17,17,17,0,0,0,0,0,1,0,7,1,1,70119,1953,3,1,0,1,1,1,1,1,0,1,88.75,63.8,-0.2172490026647073,-0.05794627819131556,1.1061571770732934,70,3,47507,37.8,7614,36028
100,100,100,100,1,0,40,80,55,94,74,48,21,31,15,98,84,97,27,33,18,50,74,60,53,56,23,98,99,98,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18,25,3,26,41,30,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,14,0,5,6,5,0,1,0,1,0,0,0,3,0,1,70119,1964,3,1,0,1,1,1,1,1,0,2,100,73.2,-0.09011496207119864,0.7805237529995164,1.0195264278614555,59,3,47507,37.8,7614,36028
100,89,100,83,1,1,0,90,0,0,0,0,100,0,0,0,0,0,17,100,81,12,11,10,100,100,100,100,16,14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,70,90,34,69,67,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1,17,17,17,0,1,1,1,1,0,0,2,0,1,66062,1969,3,1,1,1,1,1,1,1,1,4,93,36.2,-0.7503695658934152,-0.31294795727143165,-0.5337327576218771,54,3,111902,35.9,17335,77312
100,86,89,100,0,0,6,6,7,4,4,6,3,5,4,3,2,2,2,3,2,3,4,2,4,3,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,9,5,1,0,0,0,1,0,0,0,0,0,1,70806,1977,3,3,0,2,2,1,0,0,0,1,93.75,3.2,-1.7718909102650042,-0.676107655166512,-0.6380476960989592,46,3,52393,34.3,4509,29532
